work_id,isbn,isbn13,original_title,author,original_publication_year,num_pages,description,genres,image_url,reviews_count,text_reviews_count,5_star_ratings,4_star_ratings,3_star_ratings,2_star_ratings,1_star_ratings,ratings_count,avg_rating,similar_books
2956680,375704027,9780375704024.0,noruueinoSen  [Noruwei no Mori],Haruki Murakami,1987,296.0,"Toru, a quiet and preternaturally serious young college student in Tokyo, is devoted to Naoko, a beautiful and introspective young woman, but their mutual passion is marked by the tragic death of their best friend years before. Toru begins to adapt to campus life and the loneliness and isolation he faces there, but Naoko finds the pressures and responsibilities of life unbearable. As she retreats further into her own world, Toru finds himself reaching out to others and drawn to a fiercely independent and sexually liberated young woman.
A poignant story of one college student's romantic coming-of-age, Norwegian Woodtakes us to that distant place of a young man's first, hopeless, and heroic love.","romance, fiction, young-adult, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,380173,12995,78946,89982,42708,10797,3038,225471,4.0,"849266, 1543818, 1128304"
1574475,812517725,9780812517729.0,The Great Hunt,Robert Jordan,1990,705.0,"The Wheel of Time turns and Ages come and pass. What was, what will be, and what is, may yet fall under the Shadow. For centuries, gleemen have told of The Great Hunt of the Horn. Now the Horn itself is found: the Horn of Valere long thought only legend, the Horn which will raise the dead heroes of the ages.
And it is stolen.","fantasy, paranormal, fiction, young-adult, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,221643,3197,77461,65622,25464,5115,1845,175507,4.2,"836472, 1352033, 3109672"
1936544,689878559,9780689878558.0,Alanna: The First Adventure,Tamora Pierce,1983,274.0,"From now on I'm Alan of Trebond, the younger twin. I'll be a knight.
And so young Alanna of Trebond begins the journey to knighthood. Though a girl, Alanna has always craved the adventure and daring allowed only for boys; her twin brother, Thom, yearns to learn the art of magic. So one day they decide to switch places: Thom heads for the convent to learn magic; Alanna, pretending to be a boy, is on her way to the castle of King Roald to begin her training as a page. But the road to knighthood is not an easy one. As Alanna masters the skills necessary for battle, she must also learn to control her heart and to discern her enemies from her allies.
Filled with swords and sorcery, adventure and intrigue, good and evil, Alanna's first adventure begins - one that will lead to the fulfillment of her dreams and the magical destiny that will make her a legend in her land.","fantasy, paranormal, young-adult, fiction, children, romance, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,147045,3904,46413,30068,13354,2365,1091,93291,4.3,"4398231, 1047579, 286881, 2321243, 1124161, 1656456, 1196056"
3359698,451207149,9780451207142.0,The Pillars of the Earth,Ken Follett,1989,973.0,"Ken Follett is known worldwide as the master of split-second suspense, but his most beloved and bestselling book tells the magnificent tale of a twelfth-century monk driven to do the seemingly impossible: build the greatest Gothic cathedral the world has ever known.
Everything readers expect from Follett is here: intrigue, fast-paced action, and passionate romance. But what makes The Pillars of the Earthextraordinary is the time the twelfth century; the place feudal England; and the subject the building of a glorious cathedral. Follett has re-created the crude, flamboyant England of the Middle Ages in every detail. The vast forests, the walled towns, the castles, and the monasteries become a familiar landscape. Against this richly imagined and intricately interwoven backdrop, filled with the ravages of war and the rhythms of daily life, the master storyteller draws the reader irresistibly into the intertwined lives of his characters into their dreams, their labors, and their loves: Tom, the master builder; Aliena, the ravishingly beautiful noblewoman; Philip, the prior of Kingsbridge; Jack, the artist in stone; and Ellen, the woman of the forest who casts a terrifying curse. From humble stonemason to imperious monarch, each character is brought vividly to life.
The building of the cathedral, with the almost eerie artistry of the unschooled stonemasons, is the center of the drama. Around the site of the construction, Follett weaves a story of betrayal, revenge, and love, which begins with the public hanging of an innocent man and ends with the humiliation of a king.
For the Movie tie-in edition with the same ISBN go to this","fiction, history, historical fiction, biography, fantasy, paranormal, romance, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,772246,26753,270344,151146,58917,17198,9503,507108,4.3,"1698960, 403858"
1106183,64473511,9780064473514.0,A Tale of Time City,Diana Wynne Jones,1987,336.0,"Time City -- built far in the future on a patch of space outside time -- holds the formidable task of overseeing history, yet it's starting to decay, crumble .... What does that say for the future of the world ... for the past ... for the present? Two Time City boys, determined to save it all, think they have the answer in Vivian Smith, a young Twenty Century girl whom they pluck from a British train station at the start of World War II. But not only have they broken every rule in the book by traveling back in time -- they have the wrong person! Unable to return safely, Vivian's only choice is to help the boys restore Time City or risk being stuck outside time forever...","fantasy, paranormal, young-adult, fiction, children, history, historical fiction, biography, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,7442,284,1180,1474,1101,239,54,4048,3.9,"1047578, 5721945"
1015554,141301066,9780141301068.0,Matilda,Roald Dahl,1988,,"Matilda is a little girl who is far too good to be true. At age five-and-a-half she's knocking off double-digit multiplication problems and blitz-reading Dickens. Even more remarkably, her classmates love her even though she's a super-nerd and the teacher's pet. But everything is not perfect in Matilda's world. For starters she has two of the most idiotic, self-centered parents who ever lived. Then there's the large, busty nightmare of a school principal, Mrs. (""The"") Trunchbull, a former hammer-throwing champion who flings children at will and is approximately as sympathetic as a bulldozer. Fortunately for Matilda, she has the inner resources to deal with such annoyances: astonishing intelligence, saintly patience, and an innate predilection for revenge.
She warms up with some practical jokes aimed at her hapless parents, but the true test comes when she rallies in defense of her teacher, the sweet Miss Honey, against the diabolical Trunchbull. There is never any doubt that Matilda will carry the day. Even so, this wonderful story is far from predictable. Roald Dahl, while keeping the plot moving imaginatively, also has an unerring ear for emotional truth. The reader cares about Matilda because in addition to all her other gifts, she has real feelings.","young-adult, children, fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,648339,11493,235362,154106,65250,10933,4306,469957,4.3,1441544
1676317,571225373,9780571225378.0,A Pale View of Hills,Kazuo Ishiguro,1982,183.0,"In his highly acclaimed debut, A Pale View of Hills, Kazuo Ishiguro tells the story of Etsuko, a Japanese woman now living alone in England, dwelling on the recent suicide of her daughter. Retreating into the past, she finds herself reliving one particular hot summer in Nagasaki, when she and her friends struggled to rebuild their lives after the war. But then as she recalls her strange friendship with Sachiko - a wealthy woman reduced to vagrancy - the memories take on a disturbing cast.","fiction, history, historical fiction, biography, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,22911,1076,2195,4871,3543,792,166,11567,3.7,1128304
1172473,552995878,9780552995870.0,Como agua para chocolate,Laura Esquivel,1989,,"Earthy, magical, and utterly charming, this tale of family life in turn-of-the-century Mexico became a best-selling phenomenon with its winning blend of poignant romance and bittersweet wit.
The number one bestseller in Mexico and America for almost two years, and subsequently a bestseller around the world, Like Water For Chocolateis a romantic, poignant tale, touched with moments of magic, graphic earthiness, bittersweet wit - and recipes.
A sumptuous feast of a novel, it relates the bizarre history of the all-female De La Garza family. Tita, the youngest daughter of the house, has been forbidden to marry, condemned by Mexican tradition to look after her mother until she dies. But Tita falls in love with Pedro, and he is seduced by the magical food she cooks. In desperation, Pedro marries her sister Rosaura so that he can stay close to her, so that Tita and Pedro are forced to circle each other in unconsummated passion. Only a freakish chain of tragedies, bad luck and fate finally reunite them against all the odds.","fiction, romance, history, historical fiction, biography, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,404511,6751,101517,101082,60680,16073,8934,288286,3.9,2930558
390334,812521390,9780812521399.0,The Black Company,Glen Cook,1984,319.0,"Librarian note: an alternate cover for this edition can be found .
Some feel the Lady, newly risen from centuries in thrall, stands between humankind and evil. Some feel she is evil itself. The hard-bitten men of the Black Company take their pay and do what they must, burying their doubts with their dead. Until the prophesy: The White Rose has been reborn, somewhere, to embody good once more. There must be a way for the Black Company to find her... So begins one of the greatest fantasy epics of our age--Glen Cook's Chronicles of the Black Company.","fantasy, paranormal, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,60737,1320,10474,10961,5952,1712,780,29879,4.0,"302782, 887432, 836462, 449577, 388812, 1205843, 19217996, 18483991"
873107,671697862,9780671697860.0,Divided Allegiance,Elizabeth Moon,1988,522.0,"Now a seasoned combat veteran, Paksenarrion must seek the fabled stronghold of Luap far to the west. The way is long, the dangers many -- and none can say whether glory or ruin awaits....","fantasy, paranormal, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,6374,174,1918,1824,812,139,25,4718,4.2,"972253, 5268814"
1142860,689878567,9780689878565.0,In the Hand of the Goddess,Tamora Pierce,1984,264.0,"Disguised as a boy, Alanna of Trebond becomes a squire, to none other than the prince of the realm. But Prince Jonathan is much more to Alanna; he is her ally, her best friend, and one of the few who knows that she's really a girl. Now it will take all of Alanna's awesome skill, strength, and growing magical powers to protect him from the mysterious evil sorcerer who is bent on his destruction, and hers!
Here continues the story of Alanna, a young woman bound for glory who is willing to fight against enormous odds for what she believes in.","fantasy, paranormal, young-adult, fiction, romance, children, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,91904,1491,35092,23298,10543,1740,939,71612,4.3,"3178, 4398231, 1196056, 1178204, 286881, 2321296"
1123089,689878583,9780689878589.0,The Woman Who Rides Like a Man,Tamora Pierce,1986,284.0,"""Let her prove herself worthy as a man.""
Newly knighted, Alanna of Trebond seeks adventure in the vast desert of Tortall. Captured by fierce desert dwellers, she is forced to prove herself in a duel to the death -- either she will be killed or she will be inducted into the tribe. Although she triumphs, dire challenges lie ahead. As her mythic fate would have it, Alanna soon becomes the tribe's first female shaman -- despite the desert dwellers' grave fear of the foreign woman warrior. Alanna must fight to change the ancient tribal customs of the desert tribes -- for their sake and for the sake of all Tortall.
Alanna's journey continues...","young-adult, fiction, fantasy, paranormal, romance, children, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,74946,1196,26453,19698,9946,1636,442,58175,4.2,"3178, 4398231, 2557914, 46630, 1032171, 1124161, 488765"
1601384,743474155,9780743474153.0,A Kingdom of Dreams,Judith McNaught,1989,438.0,"Abducted from her convent school, headstrong Scottish beauty Jennifer Merrick does not easily surrender to Royce Westmoreland, Duke of Claymore. Known as ""The Wolf""; his very name strikes terror in the hearts of his enemies. But proud Jennifer will have nothing to do with the fierce English warrior who holds her captive, this handsome rogue who taunts her with his blazing arrogance. Boldly she challenges his will . . . until the night he takes her in his powerful embrace, awakening in her an irresistible hunger. And suddenly Jennifer finds herself ensnared in a bewildering web . . . a seductive, dangerous trap of pride, passion, loyalty, and overwhelming love.","history, historical fiction, biography, romance, fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,62016,1492,18371,11380,5400,1185,509,36845,4.2,"734169, 128601, 679378, 788122, 1299871, 2381762, 414437, 776433"
1494157,61053562,9780061053566.0,The Player of Games,Iain M. Banks,1988,293.0,"The Culture--a humanoid/machine symbiotic society--has thrown up many great Game Players. One of the best is Jernau Morat Gurgeh, Player of Games, master of every board, computer and strategy. Bored with success, Gurgeh travels to the Empire of Azad, cruel & incredibly wealthy, to try their fabulous game, a game so complex, so like life itself, that the winner becomes emperor. Mocked, blackmailed, almost murdered, Gurgeh accepts the game and with it the challenge of his life, and very possibly his death.","fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,66347,1849,19776,17509,5669,942,243,44139,4.3,3024029
1030359,345322215,9780345322210.0,Wielding a Red Sword,Piers Anthony,1986,314.0,"Mym falls in love with Orb, then Princess Rapture in Honeymoon Castle, but father wants to force another marriage. In berserker rage, he takes office of War. He tries to ease suffering caused by human conflicts, When demoness Lila says pretty Princess Ligeia is trapped by Satan, he has to organize a rebellion in Hell to set everyone free. Author Note 24-pg bio 1-pg.","fantasy, paranormal, fiction, romance, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,22082,227,5337,6126,4339,863,136,16801,3.9,842164
1804797,068816112X,9780688161125.0,Replay,Ken Grimwood,1987,311.0,"Jeff Winston was 43 and trapped in a tepid marriage and a dead-end job, waiting for that time when he could be truly happy, when he died.
And when he woke and he was 18 again, with all his memories of the next 25 years intact. He could live his life again, avoiding the mistakes, making money from his knowledge of the future, seeking happiness.
Until he dies at 43 and wakes up back in college again...","fiction, fantasy, paranormal, romance, history, historical fiction, biography, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,44278,2579,8957,7870,3438,772,225,21262,4.2,610483
340933,1416530711,9781416530718.0,"Whitney, My Love",Judith McNaught,1985,,"Fresh from her triumphs in Paris society, Whitney Stone returns to England determined to win the heart of her childhood love. However, in order to save himself from ruin, her father has come to an arrangement with the arrogant Duke of Claymore, and Whitney is the price.
--This text refers to an out of print or unavailable edition of this title.","history, historical fiction, biography, fiction, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,36623,1603,12680,7374,3611,1082,688,25435,4.2,"1756535, 414576, 524854, 776433, 414437, 943447"
249001,446603783,9780446603782.0,Adulthood Rites,Octavia E. Butler,1988,277.0,"In this sequel to Dawn, Lilith Iyapo has given birth to what looks like a normal human boy named Akin. But Akin actually has five parents: a male and female human, a male and female Oankali, and a sexless Ooloi. The Oankali and Ooloi are part of an alien race that rescued humanity from a devastating nuclear war, but the price they exact is a high one the aliens are compelled to genetically merge their species with other races, drastically altering both in the process.
On a rehabilitated Earth, this ""new"" race is emerging through human/Oankali/Ooloi mating, but there are also ""pure"" humans who choose to resist the aliens and the salvation they offer.These resisters are sterilized by the Ooloi so that they cannot reproduce the genetic defect that drives humanity to destroy itself, but otherwise they are left alone (unless they become violent).
When the resisters kidnap young Akin, the Oankali choose to leave the child with his captors, for he the most ""human"" of the Oankali children will decide whether the resisters should be given back their fertility and freedom, even though they will only destroy themselves again.
This is the second volume in Octavia Butler's Xenogenesis series, a powerful tale of alien existence.","fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,13305,511,3107,3380,1410,165,34,8096,4.2,"2640708, 1813234"
55628,886771390,9780886771393.0,"Merchanter's Luck (Company Wars, #2)",C.J. Cherryh,1982,448.0,The fateful meeting between the owner of a tramp star-freighter that flies the Union planets under false papers and fake names and a proud but junior member of a powerful starship-owning family leads to a record-breaking race to Downbelow Station--and a terrifying showdown at a deadly destination off the cosmic charts.,"fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3224,98,662,874,481,45,7,2069,4.0,280180
924908,553278746,9780553278743.0,The Postman,David Brin,1985,323.0,"This is the story of a lie that became the most powerful kind of truth. A timeless novel as urgently compelling as War Dayor Alas, Babylon,David Brin's The Postmanis the dramatically moving saga of a man who rekindled the spirit of America through the power of a dream, from a modern master of science fiction.
He was a survivor--a wanderer who traded tales for food and shelter in the dark and savage aftermath of a devastating war. Fate touches him one chill winter's day when he borrows the jacket of a long-dead postal worker to protect himself from the cold. The old, worn uniform still has power as a symbol of hope, and with it he begins to weave his greatest tale, of a nation on the road to recovery.","fiction, fantasy, paranormal, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,43625,1059,7341,10813,6713,1457,338,26662,3.9,"123788, 1842237, 1650913, 37962, 900514"
1907200,451457765,9780451457769.0,Tigana,Guy Gavriel Kay,1990,676.0,"Tiganais the magical story of a beleaguered country struggling to be free. It is the tale of a people so cursed by the dark sorceries of the tyrant king Brandlin that even the very name of their once beautiful home cannot be spoken or remembered. But years after their homeland's devastation, a handful of men and women set in motion a dangerous crusade--to overthrow their conquerors and bring back to the world the lost brightness of an obliterated name: Tigana.
Against the magnificently realized background of a world both sensuous and brutal, this masterful epic of a passionate people pursuing their dream is breathtaking in its vision. A spellbinding novel in which myth comes alive and magic reaches out to touch you.","fantasy, paranormal, fiction, history, historical fiction, biography, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,74031,1984,15056,11073,5470,1603,795,33997,4.1,"1129349, 1711253, 15092211, 302782, 14757897, 887432, 78273, 40575, 14520797"
277308,920668372,9780920668375.0,Love You Forever,Robert Munsch,1986,,An extraordinarily different story by Robert Munsch is a gentle affirmation of the love a parent feels for their child--forever. Sheila McGraw's soft and colorful pastels perfectly complement the sentiment of the book--one that will be read repeatedly for years.,"children, fiction, young-adult, poetry",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,211922,4381,105516,30216,17293,6411,6072,165508,4.3,8501
3083633,1551664798,9781551664798.0,Duncan's Bride,Linda Howard,1990,251.0,"Reese wanted a wife. Someone to have children with, someone to help rebuild his ranch, someone uncomplicated, and very different from his first wife, the woman who'd destroyed his life. Now he had Madelyn--sophisticated, citified, willing to herd cattle, keep house and start a family. The only thing she asked for in return was love--one thing Reese couldn't guarantee.","romance, history, historical fiction, biography, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,9019,281,2068,2056,1374,266,87,5851,4.0,"1814105, 14661916, 17155902, 13110467"
1965767,156031191,9780156031196.0,Winter's Tale,Mark Helprin,1983,768.0,"New York City is subsumed in arctic winds, dark nights, and white lights, its life unfolds, for it is an extraordinary hive of the imagination, the greatest house ever built, and nothing exists that can check its vitality. One night in winter, Peter Lake, orphan and master-mechanic, attempts to rob a fortress-like mansion on the Upper West Side.
Though he thinks the house is empty, the daughter of the house is home. Thus begins the love between Peter Lake, a middle-aged Irish burglar, and Beverly Penn, a young girl, who is dying.
Peter Lake, a simple, uneducated man, because of a love that, at first he does not fully understand, is driven to stop time and bring back the dead. His great struggle, in a city ever alight with its own energy and besieged by unprecedented winters, is one of the most beautiful and extraordinary stories of American literature.","fantasy, paranormal, fiction, romance, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,72511,3876,7044,5803,4876,3269,2448,23440,3.5,"2419739, 14513658, 4019291, 6439665"
3739,446676101,9780446676106.0,"Lilith's Brood (Xenogenesis, Books 1-3)",Octavia E. Butler,1987,746.0,"Lilith Iyapo is in the Andes, mourning the death of her family, when war destroys Earth. Centuries later, she is resurrected -- by miraculously powerful unearthly beings, the Oankali. Driven by an irresistible need to heal others, the Oankali are rescuing our dying planet by merging genetically with mankind. But Lilith and all humanity must now share the world with uncanny, unimaginably alien creatures: their own children. This is their story...","fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,22956,747,5131,3460,1234,282,76,10183,4.3,"69154, 2640708, 27713"
243634,60790598,9780060790592.0,The Mysteries of Pittsburgh,Michael Chabon,1988,320.0,"The enthralling debut from bestselling novelist Michael Chabon is a penetrating narrative of complex friendships, father-son conflicts, and the awakening of a young man's sexual identity. Chabon masterfully renders the funny, tender, and captivating first-person narrative of Art Bechstein, whose confusion and heartache echo the tones of literary forebears like The Catcher in the Rye's Holden Caulfield and The Great Gatsby's Nick Carraway.","fiction, young-adult, romance, non-fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,36315,1680,4171,8649,7386,1973,403,22582,3.6,334081
1003952,64473457,9780064473453.0,Castle in the Air,Diana Wynne Jones,1990,298.0,"In which a humble young carpet merchant wins, then loses, the princess of his dreams
Far to the south of the land of Ingary, in the Sultanates of Rashpuht, there lived in the city of Zanzib a young and not very prosperous carpet dealer named Abdullah who loved to spend his time daydreaming. He was content with his life and his daydreams until, one day, a stranger sold him a magic carpet.
That very night, the carpet flew him to an enchanted garden. There, he met and fell in love with the beauteous princess Flower-in-the-Night, only to have her snatched away, right under his very nose, by a wicked djinn. With only his magic carpet and his wits to help him, Abdullah sets off to rescue his princess....","fantasy, paranormal, young-adult, fiction, children, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,53171,1679,7827,11428,6982,1159,189,27585,3.9,"3056586, 2210482, 1090193, 2389441, 847545, 2854698"
1107946,152051260,9780152051266.0,Dragon's Blood,Jane Yolen,1982,303.0,"Dragons are trained to fight to the death, and two determined teens help free them in this spellbinding saga.
Training a dragon to be a fighting champion is the only way to freedom for fifteen-year-old Jakkin.","fantasy, paranormal, young-adult, fiction, children, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,16690,275,3765,3760,2458,471,138,10592,4.0,"3178, 1307970"
2129359,375508414,9780375508417.0,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1987,416.0,"It's first the story of two women in the 1980s, of gray-headed Mrs. Threadgoode telling her life story to Evelyn, who is in the sad slump of middle age. The tale she tells is alsoof two women -- of the irrepressibly daredevilish tomboy Idgie and her friend Ruth, who back in the thirties ran a little place in Whistle Stop, Alabama, a Southern kind of Cafe Wobegon offering good barbecue and good coffee and all kinds of love and laughter, even an occasional murder.","fiction, history, historical fiction, biography, romance, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,311022,4606,102288,81155,31883,4446,1298,221070,4.3,"3017660, 816449"
2279424,394825993,9780394825991.0,The Shadow in the Plate,Philip Pullman,1986,361.0,"""Fraud, fire, and bloody murder pursue Sally Lockhart in a fine sequel to
""The Ruby in the Smoke."" Sally, now 22, is in business as a financial
consultant. When she and her friends challenge corrupt financial interests,
they find themselves in a web of intrigue that stretches from fetid slums of
the poor to the corporate offices of the richest man in Europe. Sally's
detective work reveals the connections between corrupt power and broken lives.
The action is fast, scenes are tight and dramatic, the language is vivid, and
the wealth of minor characters are sharply individualized. An immensely
entertaining thriller.""--(starred) ""Booklist."" Reading level: 6.7.","fiction, history, historical fiction, biography, young-adult, romance, children, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,17500,460,2598,4778,3204,521,88,11189,3.8,593458
997358,380714752,9780380714759.0,The True Confessions of Charlotte Doyle,Avi,1990,,"An ocean voyage of unimaginable consequences... Not every thirteen-year-old girl is accused of murder, brought to trial, and found guilty. But I was just such a girl, and my story is worth relating even if it did happen years ago. Be warned, however: If strong ideas and action offend you, read no more. Find another companion to share your idle hours. For my part I intend to tell the truth as I lived it.","fiction, history, historical fiction, biography, young-adult, children, mystery, thriller, crime, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,91425,2827,21669,23761,18131,5382,2071,71014,3.8,"398480, 1322641"
1494156,185723135X,9781857231359.0,Use of Weapons,Iain M. Banks,1990,411.0,"Cheradenine is an ex-special circumstance agent who had been raised to eminence by a woman named Diziet. Skaffen-Amtiskaw, the drone, had saved her life and it believes Cheradenine to be a burnt-out case. But not even its machine intelligence can see the horrors in his past.","fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,44060,1293,12907,11127,4768,984,213,29999,4.2,2926628
736076,1400033411,9781400033416.0,Beloved,Toni Morrison,1987,324.0,"Staring unflinchingly into the abyss of slavery, this spellbinding novel transforms history into a story as powerful as Exodus and as intimate as a lullaby.
Sethe was born a slave and escaped to Ohio, but eighteen years later she is still not free. She has too many memories of Sweet Home, the beautiful farm where so many hideous things happened. Her new home is haunted by the ghost of her baby, who died nameless and whose tombstone is engraved with a single word: Beloved.
Filled with bitter poetry and suspense as taut as a rope, Belovedis a towering achievement by Nobel Prize laureate Toni Morrison.","fiction, history, historical fiction, biography, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,414890,7960,79318,81417,54649,21654,12564,249602,3.8,"4703, 3159084, 1373440"
4273,812520475,9780812520477.0,Eon,Greg Bear,1984,512.0,"The 21st century was on the brink of nuclear confrontation when the 300 kilometer-long stone flashed out of nothingness and into Earth's orbit. NASA, NATO, and the UN sent explorers to the asteroid's surface...and discovered marvels and mysteries to drive researchers mad.
For the Stone was from space--but perhaps not our space; it came from the future--but perhaps not ourfuture; and within the hollowed asteroid was Thistledown. The remains of a vanished civilization. A human--English, Russian, and Chinese-speaking--civilization. Seven vast chambers containing forests, lakes, rivers, hanging cities...
And museums describing the Death; the catastrophic war that was about to occur; the horror and the long winter that would follow. But while scientists and politicians bickered about how to use the information to stop the Death, the Stone yielded a secret that made even Earth's survival pale into insignificance.","fiction, fantasy, paranormal, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30778,548,5656,7709,5273,1210,254,20102,3.9,"2611291, 598009"
972253,886774004,9780886774004.0,Arrow's Fall,Mercedes Lackey,1988,319.0,"With Elspeth, the heir to the throne of Valdemar, come of marriageable age, Talia, the Queen's Own Herald returns to court to find Queen and heir beset by diplomatic intrigue as various forces vie for control of Elspeth's future.
But just as Talia is about to uncover the traitor behind all these intrigues, she is sent off on a mission to the neighboring kingdom, chosen by the Queen to investigate the worth of a marriage proposal from Prince Ancar.","fantasy, paranormal, fiction, young-adult, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,23082,277,8033,6195,3354,513,98,18193,4.2,142678
592532,61020702,9780061020704.0,The Light Fantastic,Terry Pratchett,1986,241.0,"In The Light Fantasticonly one individual can save the world from a disastrous collision. Unfortunately, the hero happens to be the singularly inept wizard Rincewind, who was last seen falling off the edge of the world...","fantasy, paranormal, fiction, comics, graphic, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,123754,2475,26786,36948,22865,3967,350,90916,3.9,106003
768570,688135633,9780688135638.0,Seven Daughters and Seven Sons,Barbara Cohen,1982,224.0,"In an ancient Arab nation, one woman dares to be different. Buran cannot--Buran will not--sit quietly at home and wait to be married to the man her father chooses. Determined to use her skills and earn a fortune, she instead disguises herself as a boy and travels by camel caravan to a distant city. There, she maintains her masculine disguise and establishes a successful business. The city's crown prince comes often to her shop, and soon Buran finds herself falling in love. But if she reveals to Mahmud that she is a woman, she will lose everything she has worked for.","fiction, history, historical fiction, biography, young-adult, romance, fantasy, paranormal, children",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,7764,384,1851,1344,634,121,54,4004,4.2,1592006
1000406,756402972,9780756402976.0,Stone of Farewell,Tad Williams,1990,,"The second book in the trilogy that launched one of the most important fantasy writers of our time.
It is a time of darkness, dread, and ultimate testing for the realm of Osten Ard, for the wild magic and terrifying minions of the undead Sithi ruler, Ineluki the Storm King, are spreading their seemingly undefeatable evil across the kingdom.
With the very land blighted by the power of Ineluki's wrath, the tattered remnants of a once-proud human army flee in search of a last sanctuary and rallying point--the Stone of Farewell, a place shrouded in mystery and ancient sorrow.
An even as Prince Josua seeks to rally his scattered forces, Simon and the surviving members of the League of the Scroll are desperately struggling to discover the truth behind an almost-forgotten legend, which will take them from the fallen citadels of humans to the secret heartland of the Sithi--where near-immortals must at last decide whether to ally with the race of men in a final war against those of their own blood.","fantasy, paranormal, fiction, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,46360,450,13782,13667,6576,1402,394,35821,4.1,940528
