work_id,isbn,isbn13,original_title,author,original_publication_year,num_pages,description,genres,image_url,reviews_count,text_reviews_count,5_star_ratings,4_star_ratings,3_star_ratings,2_star_ratings,1_star_ratings,ratings_count,avg_rating,similar_books
688299,60541830,9780060541835.0,Congo,Michael Crichton,1980,,"Deep in the African rain forest, near the legendary ruins of the Lost City of Zinj, an expedition of eight American geologists is mysteriously and brutally killed in a matter of minutes.
Ten thousand miles away, Karen Ross, the Congo Project Supervisor, watches a gruesome video transmission of the aftermath: a camp destroyed, tents crushed and torn, equipment scattered in the mud alongside dead bodies -- all motionless except for one moving image -- a grainy, dark, man-shaped blur.
In San Francisco, primatologist Peter Elliot works with Amy, a gorilla with an extraordinary vocabulary of 620 ""signs,"" the most ever learned by a primate, and she likes to fingerpaint. But recently, her behavior has been erratic and her drawings match, with stunning accuracy, the brittle pages of a Portuguese print dating back to 1642 . . . a drawing of an ancient lost city. A new expedition -- along with Amy -- is sent into the Congo where they enter a secret world, and the only way out may be through a horrifying death . . .","fiction, mystery, thriller, crime, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,170916,1633,25081,45775,48505,14001,2926,136288,3.6,
34860,765316315,9780765316318.0,The Ice Dragon,George R.R. Martin,1980,,"The ice dragon was a creature of legend and fear, for no man had ever tamed one. When it flew overhead, it left in its wake desolate cold and frozen land. But Adara was not afraid. For Adara was a winter child, born during the worst freeze that anyone, even the Old Ones, could remember. Adara could not remember the first time she had seen the ice dragon. It seemed that it had always been in her life, glimpsed from afar as she played in the frigid snow long after the other children had fled the cold. In her fourth year she touched it, and in her fifth year she rode upon its broad, chilled back for the first time. Then, in her seventh year, on a calm summer day, fiery dragons from the North swooped down upon the peaceful farm that was Adaras home. And only a winter child -- and the ice dragon who loved her -- could save her world from utter destruction. The Ice Dragon marks the highly anticipated childrens book debut of George R.R. Martin, the award-winning author of the best-selling series A Song of Ice and Fire and is set in the same world. Illustrated with lush, exquisitely detailed pencil drawings by acclaimed artist Yvonne Gilbert, The Ice Dragon is an unforgettable tale of courage, love, and sacrifice by one of the most honored fantasists of all time.","fantasy, paranormal, children, young-adult, fiction, comics, graphic",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,20248,1561,2478,4343,3207,607,143,10778,3.8,
442715,425100650,9780425100653.0,Twilight Eyes,Dean Koontz,1984,,"THEY'RE OUT THERE
Waiting, watching, unseen by normal eyes, but all too visible to Slim Mackenzie, a young man blessed-or cursed-by Twilight Eyes...
THEY'RE OUT THERE
Lurking in the darkest shadows of an eerie, moonlit carnival. Feeding their twisted needs with human suffering. And fiendishly plotting the downfall of the human race...
THEY'RE OUT THERE
But don't scream. They'll hear you...","fiction, mystery, thriller, crime, fantasy, paranormal, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,31142,438,6548,7568,6016,1292,290,21714,3.9,
3237312,375508325,9780375508325.0,Cosmos,Carl Sagan,1980,,"Cosmos has 13 heavily illustrated chapters, corresponding to the 13 episodes of the Cosmos television series. In the book, Sagan explores 15 billion years of cosmic evolution and the development of science and civilization. Cosmos traces the origins of knowledge and the scientific method, mixing science and philosophy, and speculates to the future of science. The book also discusses the underlying premises of science by providing biographical anecdotes about many prominent scientists throughout history, placing their contributions into the broader context of the development of modern science.
The book covers a broad range of topics, comprising Sagan's reflections on anthropological, cosmological, biological, historical, and astronomical matters from antiquity to contemporary times. Sagan reiterates his position on extraterrestrial life--that the magnitude of the universe permits the existence of thousands of alien civilizations, but no credible evidence exists to demonstrate that such life has ever visited earth.","non-fiction, history, historical fiction, biography, fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,191052,1939,47859,23665,9298,2181,1513,84516,4.4,
1299178,312938993,9780312938994.0,A is for Alibi,Sue Grafton,1982,,"A tough-talking former cop, private investigator Kinsey Millhone has set up a modest detective agency in a quiet corner of Santa Teresa, California. A twice-divorced loner with few personal possessions and fewer personal attachments, she's got a soft spot for underdogs and lost causes.
Eight years ago, Nikki Fife was convicted of killing her philandering husband. Now she's out on parole and needs Kinsey's help to find the real killer.
If there's one thing that makes Kinsey feel alive, it's playing on the edge. When her investigation turns up a second corpse, more suspects, and a new reason to kill, Kinsey discovers that the edge is closer--and sharper--than she imagined.","mystery, thriller, crime, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,181353,3346,36410,43654,35246,7851,2747,125908,3.8,
3127921,312956738,9780312956738.0,Knots & Crosses,Ian Rankin,1987,,"Detective John Rebus: His city is being terrorized by a baffling series of murders...and he's tied to a maniac by an invisible knot of blood. Once John Rebus served in Britain's elite SAS. Now he's an Edinburgh cop who hides from his memories, misses promotions and ignores a series of crank letters. But as the ghoulish killings mount and the tabloid headlines scream, Rebus cannot stop the feverish shrieks from within his own mind. Because he isn't just one cop trying to catch a killer, he's the man who's got all the pieces to the puzzle...
Knots and Crossesintroduces a gifted mystery novelist, a fascinating locale and the most compellingly complex detective hero at work today.","mystery, thriller, crime, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,49276,1464,7723,12771,8245,1569,478,30786,3.8,
282950,786939834,9780786939831.0,Exile,R.A. Salvatore,1990,343.0,"As I became a creature of the empty tunnels, survival became easier and more difficult all at once. I gained in the physical skills and experience necessary to live on. I could defeat almost anything that wandered into my chosen domain. It did not take me long, however, to discover one nemesis that I could neither defeat nor flee. It followed me wherever I went--indeed, the farther I ran, the more it closed in around me. My enemy was solitude, the interminable, incessant silence of hushed corridors.
--Drizzt Do'Urden","fantasy, paranormal, fiction, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,54461,701,19444,14991,6624,1064,182,42305,4.2,
565440,385497520,9780385497527.0,The Child in Time,Ian McEwan,1987,263.0,"Stephen Lewis, a successful writer of children's books, is confronted with the unthinkable: his only child, three-year-old Kate, is snatched from him in a supermarket. In one horrifying moment that replays itself over the years that follow, Stephen realizes his daughter is gone.With extraordinary tenderness and insight, Booker Prize-winning author Ian McEwan takes us into the dark territory of a marriage devastated by the loss of a child. Kate's absence sets Stephen and his wife, Julie, on diverging paths as they each struggle with a grief that only seems to intensify with the passage of time. Eloquent and passionate, the novel concludes in a triumphant scene of love and hope that gives full rein to the author's remarkable gifts. The winner of the Whitbread Prize, The Child in Timeis an astonishing novel by one of the finest writers of his generation.",fiction,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,16593,591,1570,3104,2642,823,240,8379,3.6,
2298572,1581345283,9781581345285.0,This Present Darkness,Frank E. Peretti,1986,376.0,"""For we do not wrestle against flesh and blood, but against the rulers, against the authorities, against the cosmic powers over this present darkness, against the spiritual forces of evil in the heavenly places.""
Ephesians 6:12
Ashton is just a typical small town. But when a skeptical reporter and a prayerful, hardworking pastor begin to investigate mysterious events, they suddenly find themselves caught up in a hideous New Age plot to enslave the townspeople, and eventually the entire human race. The physical world meets the spiritual realm as the battle rages between forces of good and evil.
This Present Darkness is a gripping story that brings keen insight into spiritual warfare and the necessity of prayer. Since its original publication more than 2.7 million copies have been sold. The companion volume, Piercing the Darkness, continues the story of the battle between spiritual forces.","fiction, fantasy, paranormal, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,107414,1606,39369,21436,10389,2923,1676,75793,4.2,
2671306,373285388,9780373285389.0,First Impressions,Nora Roberts,1984,301.0,"Escaping the rat race and the lure of gold-digging women, wealthy businessman Vance Banning moves to a small, rural retreat, telling the townsfolk that he's an out-of-work carpenter. All he wants is peace, quiet and to keep away from women. So the last thing he needs is a charitable neighbor; especially a beautiful, gracious and persistent neighbor of the female persuasion - but there's something about Shane Abbott he just can't ignore.
Vance is certain his cover story will stop his lovely neighbor from getting too friendly, but Shane is determined to break down his resistance. Vance has been burned once, so only a fool would fall for the same innocent act twice. And he's no fool. But he has no idea how relentless Shane Abbott can be when it comes to giving a helping hand; or a loving heart.
He needed to simplify his life and mend his broken heart. She was searching for a place to finally fit in and a man who could love her for who she was. Together they discover that all they really needed was each other, and that love is the greatest Christmas gift of all.","romance, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,9084,282,1477,1736,1808,459,92,5572,3.7,
2212445,425142485,9780425142486.0,The Funhouse,Owen  West,1980,333.0,"Once there was a girl who ran away and joined a traveling carnival. She married a man she grew to hate--and gave birth to a child so monstrous that she killed it with her own hands. Twenty-five years later, she has a new life and two normal children. But her past still haunts her--and now the carnival is coming back to town...","fiction, mystery, thriller, crime, fantasy, paranormal, children",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,27352,482,4606,5629,6416,2105,575,19331,3.6,
374972,316020362,9780316020367.0,"The Jolly Postman, or, Other People's Letters",Janet Ahlberg,1986,29.0,"Join the Jolly Postman as he goes on his rounds via bicycle, delivering mail to
Goldilocks, Cinderella, Jack's Giant, and other fairy-tale characters.
Tucked into envelopes are actual letters for children to pluck out. Humorous and
engaging, this is the perfect read over a spot of tea. Ahhh!","children, fiction, fantasy, paranormal, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,13267,443,6475,2424,1002,164,75,10140,4.5,
1268508,60598875,9780060598877.0,Smitten,Janet Evanovich,1990,234.0,"Single mom Lizabeth Kane isn't exactly carpenter material -- she's never picked up a hammer in her life. But she desperately needs the construction job that builder Matt Hallahan is offering. And even though he knows trouble is ahead, Matt can't refuse Lizbeth's irresistible smile.
Matt Hallahan isn't exactly relationship material -- he has always been too busy working on other people's houses to make a home of his own. And even though sheknows better, Lizabeth can't stop thinking about the rugged carpenter.
Is the relationship Matt and Lizabeth are building solid -- or more like a house of cards?","romance, fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,18363,386,2965,3408,4081,1153,201,11808,3.7,
2410127,224064924,9780224064927.0,Esio Trot,Roald Dahl,1990,80.0,"Mr. Hoppy is in love with Mrs. Silver, but her heart belongs to Alfie, her pet tortoise. Mr. Hoppy is too shy to approach Mrs. Silver, until one day he comes up with a brilliant idea to win her heart. If Mr. Hoppy's plan works, Mrs. Silver will certainly fall in love with him. But it's going to take one hundred and forty tortoises, an ancient spell, and a little bit of magic.","children, fiction, fantasy, paranormal, young-adult, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,37860,1286,6687,8640,8129,1935,487,25878,3.7,
74046,441017940,9780441017942.0,Ariel: A Book of the Change,Steven R. Boyett,1983,435.0,"It's been five years since the lights went out, cars stopped in the streets, and magical creatures began roaming Earth.
Pete Garey survived the Change, trusting no one but himself until the day he met Ariel: a unicorn who brought new meaning and adventure to his life.","fantasy, paranormal, fiction, young-adult, romance, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3490,265,424,560,502,184,62,1732,3.6,
1379592,,9780064403689.0,Jacob Have I Loved,Katherine Paterson,1980,244.0,"Esau have I hated . . . Sara Louise Bradshaw is sick and tired of her beautiful twin Caroline. Ever since they were born, Caroline has been the pretty one, the talented one, the better sister. Even now, Caroline seems to take everything: Louise's friends, their parents' love, her dreams for the future.
For once in her life, Louise wants to be the special one. But in order to do that, she must first figure out who she is . . . and find a way to make a place for herself outside her sister's shadow.","young-adult, fiction, history, historical fiction, biography, children, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,39412,1687,6722,8898,7737,2664,1080,27101,3.6,
2792,743468406,9780743468404.0,The Warrior's Apprentice,Lois McMaster Bujold,1986,372.0,"Between the seemingly impossible tasks of living up to his warrior-father's legend and surmounting his own physical limitations, Miles Vorkosigan faces some truly daunting challenges.
Shortly after his arrival on Beta Colony, Miles unexpectedly finds himself the owner of an obsolete freighter and in more debt than he ever thought possible. Propelled by his manic ""forward momentum,"" the ever-inventive Miles creates a new identity for himself as the commander of his own mercenary fleet to obtain a lucrative cargo; a shipment of weapons destined for a dangerous warzone.","fiction, fantasy, paranormal, romance, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,24718,952,8511,7185,2336,310,58,18400,4.3,
2270807,441094996,9780441094998.0,The Cat Who Walks through Walls,Robert A. Heinlein,1985,388.0,"When a stranger attempting to deliver a cryptic message is shot dead at his table, Dr. Richard Ames is thrown headfirst into danger, intrigue, and other dimensions, where a plot to rescue a sentient computer could alter human history...","fiction, fantasy, paranormal, mystery, thriller, crime, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,25994,568,4371,6731,5421,1602,460,18585,3.7,
19611,1416507787,9781416507789.0,The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,Clifford Stoll,1989,399.0,,"non-fiction, history, historical fiction, biography, mystery, thriller, crime, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,14563,553,3023,2942,973,171,82,7191,4.2,
844184,920236162,9780920236161.0,The Paper Bag Princess,Robert Munsch,1980,32.0,"The Princess Elizabeth is slated to marry Prince Ronald when a dragon attacks the castle and kidnaps Ronald. In resourceful and humorous fashion, Elizabeth finds the dragon, outsmarts him, and rescues Ronald--who is less than pleased at her un-princess-like appearance. Full color.","children, fantasy, paranormal, fiction, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,53894,1631,22262,11308,5472,1213,492,40747,4.3,
6233855,1590623827,9781590623824.0,Labyrinth (Vorkosigan Saga),Lois McMaster Bujold,1989,91.0,,"fiction, fantasy, paranormal, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4200,112,1166,1279,561,59,7,3072,4.2,
4057187,1569319626,9781569319628.0,"Ranma 1/2, Volume 1",Rumiko Takahashi,1988,304.0,"Years ago, Genma promised his old friend Soun Tendo that Ranma would marry one of Soun's three daughters, and carry on the family's martial arts school. Except that the girl picked to be Ranma's bride doesn't seem to like him, Ranma keeps getting into fights..and did we mention that whole changing into a girl thing?","comics, graphic, fantasy, paranormal, romance, fiction, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,36219,294,13173,7255,4883,1261,565,27137,4.2,
29303,006124189X,9780061241895.0,Influence: The Psychology of Persuasion,Robert B. Cialdini,1984,320.0,"Influence, the classic book on persuasion, explains the psychology of why people say ""yes""--and how to apply these understandings. Dr. Robert Cialdini is the seminal expert in the rapidly expanding field of influence and persuasion. His thirty-five years of rigorous, evidence-based research along with a three-year program of study on what moves people to change behavior has resulted in this highly acclaimed book.
You'll learn the six universal principles, how to use them to become a skilled persuader--and how to defend yourself against them. Perfect for people in all walks of life, the principles of Influencewill move you toward profound personal change and act as a driving force for your success.",non-fiction,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,157005,2085,25230,18244,8467,2056,908,54905,4.2,
1268509,61379263,9780061379260.0,The Grand Finale,Janet Evanovich,1988,224.0,"From the #1 New York Timesbestselling author comes a revised, repackaged novel sure to please her many fans. She writes ""high speed comic mayhem"" (Detroit Free Press); she's ""a blast of fresh air"" (Washington Post); ""side-splitting funny"" (Publishers Weekly) and ""a winner"" (Glamour). In other words, she's Janet Evanovich.
Berry Knudson had a talent for disaster, but when she climbed a tree to rescue a kitten, she wasn't prepared for the scrumptious hunk undressing in a nearby window, or her dive downward that smashed Jake Sawyer's pizza and won his heart! But was there room in her chaotic schedule for a risk-taking inventor with dreams? She took classes, delivered pizzas, and cared for three eccentric old ladies she rescued from the train station. But Jake thrived on a challenge, and he could be very inventive. Could he teach her there was time to make butterscotch pudding and let herself be loved?","romance, fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,15106,489,2490,2615,2895,859,159,9018,3.7,
113746,141311401,9780141311401.0,Boy: Tales of Childhood,Roald Dahl,1984,176.0,"In Boy, Roald Dahl recounts his days as a child growing up in England. From his years as a prankster at boarding school to his envious position as a chocolate tester for Cadbury's, Roald Dahl's boyhood was as full of excitement and the unexpected as are his world-famous, best-selling books. Packed with anecdotes -- some funny, some painful, all interesting -- this is a book that's sure to please.","non-fiction, history, historical fiction, biography, children, comics, graphic, young-adult, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,72923,2193,16721,16990,8123,1531,463,43828,4.1,
1294681,140089225,9780140089226.0,The Bone People,Keri Hulme,1984,450.0,"In a tower on the New Zealand sea lives Kerewin Holmes, part Maori, part European, an artist estranged from her art, a woman in exile from her family. One night her solitude is disrupted by a visitor--a speechless, mercurial boy named Simon, who tries to steal from her and then repays her with his most precious possession. As Kerewin succumbs to Simon's feral charm, she also falls under the spell of his Maori foster father Joe, who rescued the boy from a shipwreck and now treats him with an unsettling mixture of tenderness and brutality. Out of this unorthodox trinity Keri Hulme has created what is at once a mystery, a love story, and an ambitious exploration of the zone where Maori and European New Zealand meet, clash, and sometimes merge. Winner of both a Booker Prize and Pegasus Prize for Literature, The Bone Peopleis a work of unfettered wordplay and mesmerizing emotional complexity.","fiction, history, historical fiction, biography, fantasy, paranormal, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,40954,1412,6941,5518,2796,903,445,16603,4.1,
972626,99366614,9780099366614.0,The Big Nowhere,James Ellroy,1988,472.0,"1950s Los Angeles: The City of Angels has become the city of the Angel of Death. Communist witch-hunts and insanely violent killings are terrorising the community. Three men are plunged into a maelstrom of violence and deceit when their lives become inextricably linked as each one confronts his own personal darkness. Told with Ellroy's characteristically forceful and relentless style, The Big Nowhereis the link between the Black Dahliaand LA Confidentialin his masterwork, The LA Quartet. It is as powerful and thrilling as crime fiction gets.","mystery, thriller, crime, fiction, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,18172,352,3921,4467,1880,301,100,10669,4.1,
859452,553384813,9780553384819.0,Well-Schooled in Murder,Elizabeth  George,1989,432.0,"When thirteen-year-old Matthew Whately goes missing from Bredgar Chambers, a prestigious public school in the heart of West Sussex, aristocratic Inspector Thomas Lynley receives a call for help from the lad's housemaster, who also happens to be an old school chum. Thus, the inspector, his partner, Detective Sergeant Barbara Havers, and forensic scientist Simon Allcourt-St. James find themselves once again outside their jurisdiction and deeply involved in the search for a child--and then, tragically, for a child killer. Questioning prefects, teachers, and pupils closest to the dead boy, Lynley and Havers sense that something extraordinarily evil is going on behind Bredgar Chambers's cloistered walls. But as they begin to unlock the secrets of this closed society, the investigation into Matthew's death leads them perilously close to their own emotional wounds--and blinds them to the signs of another murder in the making....
From the Paperback edition.","mystery, thriller, crime, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,23440,454,6387,7969,3345,359,126,18186,4.1,
1070686,425205819,9780425205815.0,Rules Of Prey,John Sandford,1989,479.0,"The ""maddog"" murderer who is terrorizing the Twin Cities is two things: insane and extremely intelligent. He kills for the pleasure of it and thoroughly enjoys placing elaborate obstacles to keep police befuddled. Each clever move he makes is another point of pride. But when the brilliant Lieutenant Lucas Davenport--a dedicated cop and a serial killer's worst nightmare--is brought in to take up the investigation, the maddog suddenly has an adversary worthy of his genius.","mystery, thriller, crime, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,89420,1647,22802,21894,9775,1572,857,56900,4.1,
1567538,553278029,9780553278026.0,A Great Deliverance,Elizabeth  George,1988,413.0,"To this day, the low, thin wail of an infant can be heard in Keldale's lush green valleys. Three hundred years ago, as legend goes, the frightened Yorkshire villagers smothered a crying babe in Keldale Abbey, where they'd hidden to escape the ravages of Cromwell's raiders.
Now into Keldale's pastoral web of old houses and older secrets comes Scotland Yard Inspector Thomas Lynley, the eighth earl of Asherton. Along with the redoubtable Detective Sergeant Barbara Havers, Lynley has been sent to solve a savage murder that has stunned the peaceful countryside. For fat, unlovely Roberta Teys has been found in her best dress, an axe in her lap, seated in the old stone barn beside her father's headless corpse. Her first and last words were ""I did it. And I'm not sorry.""
Yet as Lynley and Havers wind their way through Keldale's dark labyrinth of secret scandals and appalling crimes, they uncover a shattering series of revelations that will reverberate through this tranquil English valley--and in their own lives as well.","mystery, thriller, crime, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,49929,1301,10760,12822,5796,969,411,30758,4.1,
1068574,1932796789,9781932796780.0,Dragons of Winter Night,Margaret Weis,1985,358.0,"They won their first real battle in the war for Krynn, but the war has only just begun for the Companions! Friendships born in conflict will be torn apart. Hope will rest on the shoulders of a disgraced Knight and his two inexperienced companions. Worlds long divided by hatred and prejudice will either band together in a last struggle against darkness - or perish for all time.","fantasy, paranormal, fiction, young-adult, comics, graphic, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,48396,569,14920,13597,6946,1226,244,36933,4.1,
2239286,033045157X,9780330451574.0,Haunted,James Herbert,1988,228.0,"Three nights of terror in a house called Edbrook. Three nights in which David Ash, there to investigate a haunting, will be the victim of horrifying and maleficent games. Three nights in which he will face the enigma of his own past. Three nights before Edbrook's dreadful secret will be revealed - and the true nightmare will begin.","fiction, fantasy, paranormal, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,8074,265,1268,1662,1469,319,61,4779,3.8,
1322641,440238560,9780440238560.0,Shabanu: Daughter of the Wind,Suzanne Fisher Staples,1989,240.0,"Life is both sweet and cruel to strong-willed young Shabanu, whose home is the windswept Cholistan Desert of Pakistan. The second daughter in a family with no sons, she' s been allowed freedoms forbidden to most Muslim girls. But when a tragic encounter with a wealthy and powerful landowner ruins the marriage plans of her older sister, Shabanu is called upon to sacrifice everything she' s dreamed of. Should she do what is necessary to uphold her family' s honor-- or listen to the stirrings of her own heart?","young-adult, fiction, history, historical fiction, biography, children, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,10246,546,1808,2182,1555,473,243,6261,3.8,
1279294,879514086,9780879514082.0,The Book of the Damned,Tanith Lee,1988,240.0,"Three novellas linked by their setting in the strange magical city of Paradys, in a timeless France, evoke an alternate world of dark fantasy, bizarre imagination, and decadent atmosphere.","fantasy, paranormal, fiction, history, historical fiction, biography, young-adult, poetry, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1498,47,202,198,177,51,26,654,3.8,
838999,743484355,9780743484350.0,A Cry in the Night,Mary Higgins Clark,1982,352.0,"Divorcee Jenny MacPartland's struggle to support herself and her two small daughters is not helped by her irresponsible ex-husband. But suddenly a new man steps into her life. Rich, handsome Erich Krueger sweeps her off her feet and off to his mansion in the country. Everything seems to be perfect, and Jenny feels like a fairy-tale princess. But gradually the fairy-tale turns into a nightmare. Something is very wrong in the great house that has slowly, imperceptively, become her prison. Something that threatens her marriage, her life - and her children.","mystery, thriller, crime, fiction, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,21170,541,3908,5126,4075,765,184,14058,3.8,
3311862,671729470,9780671729479.0,Petals on the Wind,V.C. Andrews,1980,439.0,"They were such brave children to withstand such suffering. Such clever children to escape such terror!
For Carrie, Chris and Cathy, the attic was a dark horror that would not leave their minds, even while they built bright, promising new lives. Of course mother had to pretend they didn't exist.
And Grandmother was convinced they had the devil in them.
But that wasn't their fault. Was it? Cathy knew what to do.
She now had the powers she had learned from her beautiful mother. She knew it in the way her brother still yearned for her, in the way her guardian touched her, in the way all men looked at her.
She knew it was time to put what she knew to the test. To show her mother and grandmother that the pain and terror of the attic could not be forgotten... Show them.
Show them--once and for all.","fiction, young-adult, romance, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,68234,1704,13797,14748,12006,3495,979,45025,3.8,
2494832,385417101,9780385417105.0,Eight Skilled Gentlemen,Barry Hughart,1990,264.0,"Once again World Fantasy Award-winner Barry Hughart blends folklore and fantasy to create a work of enchantment set in an ancient China that never was...but should have been. Master Li and Number Ten Ox--heroes of Bridge of Birdsand The Story of the Stone--return to solve the mystery of how and why respected mandarins are being mysteriously murdered. Unbelievably, the only suspects appear to be mythical demons...","fantasy, paranormal, fiction, mystery, thriller, crime, history, historical fiction, biography, comics, graphic",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2791,103,566,632,341,71,12,1622,4.0,
817492,380698439,9780380698431.0,Behind the Attic Wall,Sylvia Cassedy,1982,315.0,"They were watching...and waiting
At twelve, Maggie had been thrown out of more boarding schools than she cared to remember. ""Impossible to handle,"" they said -- nasty, mean, disobedient, rebellious, thieving -- anything they could say to explain why she must be removed from the school.
Maggie was thin and pale, with shabby clothes and stringy hair, when she arrived at her new home. ""It was a mistake to bring her here,"" said Maggie's great-aunts, whose huge stone house looked like another boarding school -- or a prison. But they took her in anyway. After all, aside from Uncle Morris, they were Maggie's only living relatives.
But from behind the closet door in the great and gloomy house, Maggie hears the faint whisperings, the beckoning voices. And in the forbidding house of her ancestors, Maggie finds magic...the kind that lets her, for the first time, love and be loved.","fantasy, paranormal, fiction, children, young-adult, mystery, thriller, crime, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,8068,365,1900,1551,1013,216,93,4773,4.0,
347193,446403008,9780446403009.0,Monk's Hood,Ellis Peters,1980,210.0,"Gervase Bonel, with his wife and servants, is a guest of Shrewsbury Abbey of Saint Peter and Saint Paul when he is suddenly taken ill. Luckily, the Abbey boasts the services of Brother Cadfael, a skilled herbalist. Cadfael hurries to the man's bedside, only to be confronted by two very different surprises. In Master Bonel's wife, the good monk recognises Richildis, whom he loved before he took his vows. And Master Bonel has been fatally poisoned by a dose of deadly monk's-hood oil from Cadfael's herbarium. The Sheriff is convinced that the murderer is Richildis' son Edwin, but Cadfael is certain of her son's innocence. Using his knowledge of both herbs and the human heart, Cadfael deciphers a deadly recipe for murder...","mystery, thriller, crime, fiction, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,9991,289,2069,3109,1555,126,27,6886,4.0,
2119206,345318854,9780345318855.0,With a Tangled Skein,Piers Anthony,1985,405.0,"Weaver Niobe 21 learns to love husband Cedric 16, until he dies in her place - a plot of Satan. In revenge, she takes job as Clothos, youngest aspect of Fate, shares minds with Lachesis and Atropos. To save her son the Magician and grand-daughter Luna, she navigates a maze in Hell of 100 illusions and monsters, with 100 reality threads. Author's Note 24-pg, bio 1-pg.","fantasy, paranormal, fiction, young-adult, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,23338,270,5928,6665,4383,780,121,17877,4.0,
